po_conflict,shelter_electricity,health_center_attendance,work_unemployment,work_farms,work_unskilled,health_programs,sp_philhealth,educ_outofschool_all,shelter_informal_settlers_nhts,water_toilet,water_access,shelter_makeshift_nhts,mun_code
0.22727272727272727,14.772727272727273,9.129967776584317,31.097560975609756,28.097345132743364,46.902654867256636,17.5,17.5,5.149051490514905,0.0,0.0,0.0,0.22727272727272727,PH012801000
1.3310914950259214,3.1525851197982346,40.767336889618385,50.160919540229884,34.391143911439116,21.42988929889299,27.952921395544344,27.952921395544344,6.20611121654963,1.7374246882443605,0.0,0.3502872355331372,0.7986548970155528,PH012802000
1.868604478718671,3.069850215037817,50.0,39.43297779009096,25.142944270793627,42.51734390485629,28.08838795788225,28.08838795788225,5.130496961029675,0.8898116565327006,0.0,0.07415097137772506,0.5116417025063029,PH012803000
0.7109995817649519,4.391468005018821,35.8198727361723,46.47325725285302,28.615463652709995,30.285127151297196,52.53032204098703,52.53032204098703,3.6964980544747084,2.258469259723965,0.0,0.0,0.7319113341698034,PH012804000
0.5800591003611689,3.042574149064244,38.62443122156108,45.58529899488985,25.859817152808013,25.90335219851981,22.633249425413155,22.633249425413155,4.205607476635514,2.440626026047937,0.0,0.6128926343438765,0.5581700777060304,PH012805000
2.97079556898288,6.042296072507553,13.880706921944036,45.66317921025988,32.95031055900621,30.186335403726712,28.247734138972806,28.247734138972806,3.6666666666666665,0.7049345417925479,0.0,0.0,2.240684793554884,PH012806000
0.0,6.547619047619048,31.499051233396585,40.18691588785047,30.255681818181817,31.53409090909091,0.5952380952380952,0.5952380952380952,4.819277108433735,4.166666666666666,0.0,0.0,0.0,PH012807000
0.4627981488074048,9.540761836952653,59.31338637149776,42.591064481904986,18.809034907597535,33.42915811088296,56.959772160911356,56.959772160911356,7.699443413729128,2.2427910288358848,0.0,0.0355998576005696,2.6165895336418656,PH012808000
1.431745248086892,3.9249568007899285,73.04726978718489,44.59260471204188,33.37516610069393,37.966927506274914,54.455689953097995,54.455689953097995,6.69059583632448,1.3576894593927424,0.0,0.049370525796099726,1.258948407800543,PH012809000
2.912621359223301,2.4271844660194173,7.4147305981216025,46.99777613046701,19.86013986013986,57.20279720279721,21.601941747572813,21.601941747572813,4.6875,0.24271844660194172,0.0,0.0,2.1844660194174756,PH012810000
1.1560693641618496,5.097214923804519,72.15843191834841,45.243181071311206,24.846211552888224,43.64591147786947,40.777719390436154,40.777719390436154,2.8814489571899013,1.1560693641618496,0.0,0.0,0.44666316342616924,PH012811000
2.339807309986236,2.920935922923994,66.96808045474421,46.62672377509841,13.614435476389275,35.31403655255589,40.13610643829332,40.13610643829332,11.503817448743245,1.5828108273436305,0.0,0.06117143294081664,2.2556965896926138,PH012812000
0.15388561169530648,6.71967171069505,94.78887613215971,50.25742931984464,29.453422916288357,44.97911748683494,57.6558091818415,57.6558091818415,4.778051787916153,1.0259040779687099,0.0,0.10259040779687098,0.7950756604257502,PH012813000
0.21905805038335158,11.71960569550931,77.92990830297701,49.640685461580986,36.33369923161361,37.32162458836443,9.91237677984666,9.91237677984666,8.131997642899234,3.285870755750274,0.0,0.0,2.0536692223439212,PH012814000
12.024048096192384,7.058561567579604,13.598589775875094,44.911182294700055,13.453151843531122,51.632086692216205,55.021153417947,55.021153417947,7.699552625382624,1.9817412602983746,0.0,1.11333778668448,3.028278779781786,PH012815000
0.08048289738430583,3.3802816901408446,56.75572336663003,42.40871651858097,26.31756756756757,32.939189189189186,39.87927565392354,39.87927565392354,3.9892904953145916,1.3279678068410463,0.0,0.3420523138832998,0.7645875251509054,PH012816000
0.6465952717720751,4.667609618104668,65.85308832468321,43.58179419525066,34.39728750146148,35.437858061498886,51.222469185694074,51.222469185694074,6.51195832346673,2.222671246716508,0.0,0.2020610224287735,1.6872095372802587,PH012817000
0.19102196752626552,4.106972301814708,79.1746641074856,46.56891932122655,37.957932859729766,29.098760273018527,24.689589302769818,24.689589302769818,5.21645603656897,0.9789875835721109,0.0,0.21489971346704873,0.6924546322827125,PH012818000
2.630818155536282,2.0237062734894478,59.95851967074989,38.12340012357666,37.60342368045649,33.8944365192582,7.400982943047124,7.400982943047124,8.86561954624782,0.6071118820468344,0.0,0.08673026886383348,0.43365134431916735,PH012819000
