,id,Mun_Code,Reg_Name,Pro_Name,Mun_Name,water,food,shelter,health,education,work,peace,participation,protect,environment
364,364,153814000,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),MAGUINDANAO,KABUNTALAN (TUMBAO),88.75827815,,7.930463576,89.91767347,26.32341322,55.66284575,2.549668874,,,0.013165583
365,365,153815000,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),MAGUINDANAO,UPI,82.39288223,,2.247717162,95.06233236,16.25168237,55.63888966,0.835089362,,,45.9138849
366,366,153816000,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),MAGUINDANAO,TALAYAN,38.24665001,,12.18487395,70.69857539,26.38609971,49.04589759,20.0317965,,99.55951869,45.51885484
367,367,153817000,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),MAGUINDANAO,SOUTH UPI,83.2296504,,2.532200123,91.33806986,22.82925408,54.21686747,0.972575134,,99.71242178,46.25468539
368,368,153818000,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),MAGUINDANAO,BARIRA,87.59787034,,5.303267564,93.59764325,30.60899984,51.25391178,0.093955528,,,45.56254514
369,369,153822000,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),MAGUINDANAO,PAGAGAWAN,50.9411993,,2.464583738,79.01056676,29.15840692,55.87132141,8.829807879,,99.82693348,0.015730242
370,370,153823000,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),MAGUINDANAO,PAGLAT,5.553270259,,14.27396133,42.87833828,22.00772201,62.90764791,14.06828466,,99.78015075,0.000498786
371,371,153824000,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),MAGUINDANAO,SULTAN MASTURA,43.27477161,,7.11173577,90.44905178,24.19677376,57.19759459,0.534082923,,,0.00480007
372,372,153825000,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),MAGUINDANAO,GUINDULUNGAN,33.77663594,,5.274293486,80.24301666,16.39673852,41.72387967,8.34214901,,99.81305915,45.51043319
373,373,153826000,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),MAGUINDANAO,DATU SAUDI-AMPATUAN,79.65342097,,3.256647744,48.80848785,24.21105781,50.10685612,69.19629519,,99.91903198,0.000875661
374,374,153827000,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),MAGUINDANAO,DATU UNSAY,69.16939444,,6.423895254,94.3229802,46.79521514,37.76223776,47.19721768,,99.93487463,45.50368666
375,375,153828000,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),MAGUINDANAO,DATU ABDULLAH SANGKI,10.05577151,,4.174412709,98.41871191,41.69199595,55.33870645,0.050701369,,99.16659687,0.001278098
376,376,153829000,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),MAGUINDANAO,RAJAH BUAYAN,15.25547445,,4.452554745,89.18764494,17.52214695,54.95222559,7.02189781,,99.88907738,0.00142209
377,377,153830000,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),MAGUINDANAO,DATU BLAH T. SINSUAT,82.12131962,,1.418942888,67.7191765,20.21347565,53.83094751,0.744945016,,,46.22184405
378,378,153831000,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),MAGUINDANAO,DATU ANGGAL MIDTIMBANG,49.68997589,,4.788150189,94.41404806,19.51481836,53.2600053,13.08990699,,99.85743613,45.49977178
379,379,153832000,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),MAGUINDANAO,MANGUDADATU,24.18615867,,5.305039788,59.04645477,23.39154412,60.7797341,0.217024355,,99.73359324,0.042203
380,380,153833000,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),MAGUINDANAO,PANDAG,19.66677556,,17.08591963,76.45209688,17.78202677,60.159845,0.032669062,,99.73660055,0.001771061
381,381,153834000,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),MAGUINDANAO,NORTHERN KABUNTALAN,59.10204082,,4.714285714,91.78864034,22.80431433,49.77338945,0.244897959,,,0.000785343
382,382,153835000,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),MAGUINDANAO,DATU HOFFER AMPATUAN,58.16203144,,14.04675534,83.73987854,65.96182635,55.90852391,5.098750504,,,45.50159763
383,383,153836000,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),MAGUINDANAO,DATU SALIBO,70.99121362,,10.81823174,93.65935803,58.43266201,50.45060461,66.74903899,,,0.00151005
384,384,153837000,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),MAGUINDANAO,SHARIFF SAYDONA MUSTAPHA,66.28006873,,3.064146621,79.9402448,20.43697479,52.95663601,65.53550974,,,0.001680052
385,385,160302000,REGION XIII (Caraga),AGUSAN DEL SUR,BUNAWAN,66.30945214,77.31829574,1.300421433,75.48116242,7.022572555,42.39748186,39.90367249,94.32570707,97.23594162,0.996603755
386,386,160304000,REGION XIII (Caraga),AGUSAN DEL SUR,LA PAZ,75.35696288,57.01943844,1.562237527,90.71036352,10.940373,49.66165639,19.30119268,95.39977264,99.50035423,47.14639412
387,387,160305000,REGION XIII (Caraga),AGUSAN DEL SUR,LORETO,50.7260767,43.92523364,2.283728435,76.22647412,12.22244449,51.19465917,7.608290927,95.95068351,99.50809647,48.64401451
388,388,160307000,REGION XIII (Caraga),AGUSAN DEL SUR,ROSARIO,28.59117491,57.57575758,3.264221159,48.20364687,7.579580745,47.79642264,15.17278044,90.86391192,98.71259345,1.554671977
389,389,160308000,REGION XIII (Caraga),AGUSAN DEL SUR,SAN FRANCISCO,33.49610212,54.26666667,1.473485822,66.11812402,9.176015474,48.23889285,14.21228476,90.96348367,98.09369215,0.76847313
390,390,160309000,REGION XIII (Caraga),AGUSAN DEL SUR,SAN LUIS,35.76327963,41.58415842,1.786568831,69.22262694,14.71039283,50.5891134,9.794225554,80.51325174,99.22317314,47.04309087
391,391,160310000,REGION XIII (Caraga),AGUSAN DEL SUR,SANTA JOSEFA,49.67998616,43.36890244,1.747102577,68.20225151,5.237395986,47.76838848,9.444732745,88.37218003,99.01230873,45.50199176
392,392,160311000,REGION XIII (Caraga),AGUSAN DEL SUR,TALACOGON,50.09548994,56.14035088,1.660055825,75.43543544,7.219512195,45.62562066,20.25855737,80.59847344,98.98108094,45.67282052
393,393,160312000,REGION XIII (Caraga),AGUSAN DEL SUR,TRENTO,52.80323185,67.12418301,2.778598877,76.65176671,6.93481276,45.26067139,8.779190068,90.35392223,98.47183167,45.7163844
394,394,160313000,REGION XIII (Caraga),AGUSAN DEL SUR,VERUELA,56.85854911,43.10738766,2.30044939,63.96374106,6.220227189,45.17358798,10.30387331,89.5986821,99.47968688,45.63534654
395,395,166801000,REGION XIII (Caraga),SURIGAO DEL SUR,BAROBO,36.57799274,51.33418043,4.816606207,61.36666872,8.877949414,47.41008147,12.65618702,92.38085663,98.39787734,45.91729227
396,396,166803000,REGION XIII (Caraga),SURIGAO DEL SUR,CITY OF BISLIG,28.64488484,47.56575266,2.860203535,68.09278169,5.999478759,53.68691555,19.53936797,92.68736447,97.45491088,0.641019942
397,397,166809000,REGION XIII (Caraga),SURIGAO DEL SUR,HINATUAN,23.201127,56.54761905,1.907238838,78.82915621,5.488761108,48.76573949,53.56523624,89.93022439,98.35349631,45.78248553
398,398,166812000,REGION XIII (Caraga),SURIGAO DEL SUR,LINGIG,35.1788269,38.37638376,6.595135908,74.49524756,6.232520975,50.45840571,38.12589413,90.39542639,98.57392409,0.491759686
399,399,166817000,REGION XIII (Caraga),SURIGAO DEL SUR,TAGBINA,19.88742964,46.5785381,1.207786116,76.8800642,6.583362258,47.1074052,8.747654784,90.53382432,97.82916592,45.78588318
400,400,60601000,REGION VI (WESTERN VISAYAS),ANTIQUE,ANINI-Y,13.01182894,39.83315954,1.433121019,43.00471815,4.61297889,46.68754349,6.005459509,90.71741899,97.79255695,0.005176556
401,401,60607000,REGION VI (WESTERN VISAYAS),ANTIQUE,TOBIAS FORNIER (DAO),24.0955241,28.4463895,0.757900758,54.96319357,8.819253755,48.49963517,7.850707851,88.53113841,98.15408824,0.013749953
402,402,60608000,REGION VI (WESTERN VISAYAS),ANTIQUE,HAMTIC,25.09282783,53.8351596,2.413523549,50.9440381,6.14880302,52.04299723,7.57279656,90.19591702,97.33830073,0.013377656
403,403,63040000,REGION VI (WESTERN VISAYAS),ILOILO,SAN JOAQUIN,30.18327606,52.5560868,1.527300496,88.13116942,4.915924827,48.79240388,0.630011455,88.61812517,98.47593951,45.50105877
404,404,175308000,REGION IV-B (MIMAROPA),PALAWAN,CAGAYANCILLO,85.2081488,99.18032787,0.354295837,58.53202431,7.370517928,47.60081099,1.594331267,82.48210024,99.52413324,0
405,405,63020000,REGION VI (WESTERN VISAYAS),ILOILO,GUIMBAL,18.9841377,47.61904762,1.231859602,94.72616633,4.896755162,46.63461538,0.928113399,,97.93021881,0.005882437
406,406,63022000,REGION VI (WESTERN VISAYAS),ILOILO,ILOILO CITY (Capital),53.28409391,37.28813559,12.25929834,82.31809918,7.086820084,50.13345231,3.703947947,96.92240037,96.80574653,0
407,407,63030000,REGION VI (WESTERN VISAYAS),ILOILO,MIAGAO,15.71774935,54.71556886,1.822590084,60.89703987,5.166086384,49.93563118,1.6804615,88.16991046,98.10787233,45.50238686
408,408,63045000,REGION VI (WESTERN VISAYAS),ILOILO,TIGBAUAN,45.88235294,50.79681275,4.048442907,65.57031295,7.381455174,48.98590488,1.392733564,93.64763798,98.09906548,0.001903906
409,409,67901000,REGION VI (WESTERN VISAYAS),GUIMARAS,BUENAVISTA,44.94440403,,2.20305518,73.16566847,5.825480357,49.47886801,2.20305518,91.11350848,98.12042746,0.002401317
410,410,67902000,REGION VI (WESTERN VISAYAS),GUIMARAS,JORDAN (Capital),68.06030463,,2.580043519,78.78937008,7.028641715,47.00223941,0.854833696,94.64483599,97.91943706,0.003761908
411,411,67903000,REGION VI (WESTERN VISAYAS),GUIMARAS,NUEVA VALENCIA,65.84802432,,1.848024316,67.9896042,8.938189279,50.19251925,0.583586626,91.07008289,98.07837227,0.177594333
412,412,67904000,REGION VI (WESTERN VISAYAS),GUIMARAS,SAN LORENZO,38.40275124,,1.948796332,51.85571745,6.301145663,44.37776565,0.439434467,91.57092525,98.38771446,0.01793896
413,413,67905000,REGION VI (WESTERN VISAYAS),GUIMARAS,SIBUNAG,60.51123843,,1.983252534,55.38295909,6.103763988,44.6207459,0.550903482,92.14783758,98.50618287,0.255787522
414,414,72201000,REGION VII (CENTRAL VISAYAS),CEBU,ALCANTARA,30.62105613,34.65553236,0.797077383,4.834064728,9.788278613,46.94302677,4.383925606,88.71372032,98.23218997,0.011365193
415,415,72202000,REGION VII (CENTRAL VISAYAS),CEBU,ALCOY,17.75793651,51.67958656,1.223544974,35.42013045,6.661251015,46.78225096,5.985449735,91.24801225,97.65003828,45.50172712
416,416,72203000,REGION VII (CENTRAL VISAYAS),CEBU,ALEGRIA,31.66192249,16.12903226,1.313772717,26.12015623,5.089519211,47.85526316,21.12984454,94.75536481,98.54077253,47.35778415
417,417,72204000,REGION VII (CENTRAL VISAYAS),CEBU,ALOGUINSAN,29.87288136,56.05590062,2.383474576,9.337991909,8.451829366,47.9519574,5.508474576,98.31464174,98.13395639,0.018496739
418,418,72205000,REGION VII (CENTRAL VISAYAS),CEBU,ARGAO,35.72,50.91525424,2.808,44.04766071,4.798774781,44.07611876,6.56,91.56850676,97.92443965,45.50085024
419,419,72207000,REGION VII (CENTRAL VISAYAS),CEBU,BADIAN,21.33773539,52.82583622,1.956468574,31.64917768,7.676203768,40.84629651,7.850330154,89.25669973,98.15098122,45.51162954
420,420,72210000,REGION VII (CENTRAL VISAYAS),CEBU,BARILI,30.86717892,61.41879278,1.405049396,69.55305238,5.154573732,47.59662372,5.283571167,93.33892935,98.1722672,0.011093187
421,421,72212000,REGION VII (CENTRAL VISAYAS),CEBU,BOLJOON,16.27595445,23.65930599,1.138647019,10.21291449,4.753469147,47.42592982,3.75083724,92.43759178,98.37249143,45.5125792
422,422,72214000,REGION VII (CENTRAL VISAYAS),CEBU,CITY OF CARCAR,22.41021933,37.61557178,1.552181248,52.27142682,24.30199682,50.75176629,1.759460111,95.58513839,97.50802246,45.56901745
423,423,72222000,REGION VII (CENTRAL VISAYAS),CEBU,DALAGUETE,33.05619954,75.38569425,2.150451675,45.72198836,5.350444225,44.43903389,3.037812775,93.86787561,98.17325214,45.84514158
424,424,72224000,REGION VII (CENTRAL VISAYAS),CEBU,DUMANJUG,13.21156773,57.51226037,1.03500761,71.62476626,8.730230456,51.10071458,4.454591578,91.97422378,98.01015427,0.028962892
425,425,72225000,REGION VII (CENTRAL VISAYAS),CEBU,GINATILAN,5.864292294,74.19354839,0.828983727,67.47278535,3.072196621,44.20172856,4.022106233,89.5345185,98.10917771,0.002558741
426,426,72229000,REGION VII (CENTRAL VISAYAS),CEBU,MALABUYOC,20.92961487,56.545961,0.956175299,3.050226342,4.410354746,45.62697576,14.36918991,86.03726836,98.48758582,0.004475447
427,427,72233000,REGION VII (CENTRAL VISAYAS),CEBU,MOALBOAL,26.10062893,45.59585492,2.201257862,48.67514168,10.48714479,47.32173913,2.86718461,92.56344362,98.08544812,45.50553442
428,428,72235000,REGION VII (CENTRAL VISAYAS),CEBU,OSLOB,8.105147864,42.50614251,0.529390288,38.88441633,14.24393601,47.9878255,2.628696605,96.27863622,97.78080522,0.352712771
429,429,72237000,REGION VII (CENTRAL VISAYAS),CEBU,PINAMUNGAHAN,39.26034778,65.50027337,2.881867908,78.75501737,18.13953488,51.02213749,3.755408605,86.15722841,97.82275794,0.003871371
430,430,72239000,REGION VII (CENTRAL VISAYAS),CEBU,RONDA,27.00135685,55.2734375,1.818181818,38.35559016,10.52485421,43.64840989,13.27001357,89.90550557,98.25147348,0.001691301
431,431,72240000,REGION VII (CENTRAL VISAYAS),CEBU,SAMBOAN,7.032274993,53.41246291,0.62975597,30.04498889,4.685603302,48.22064057,3.148779848,91.95077571,97.97931431,0.006273925
432,432,72241000,REGION VII (CENTRAL VISAYAS),CEBU,SAN FERNANDO,28.40328862,30.26706231,0.93466032,81.90054471,19.69386145,53.58597022,0.666378191,97.01418226,97.36722993,0.000684742
433,433,72245000,REGION VII (CENTRAL VISAYAS),CEBU,SANTANDER,7.1449748,46.66666667,0.444707975,51.36977058,11.06304079,48.67424242,5.692262081,90.79912639,97.55838047,0.004932282
434,434,72246000,REGION VII (CENTRAL VISAYAS),CEBU,SIBONGA,30.75013492,62.5,5.796006476,40.60870368,7.159612443,45.40850657,6.206152186,94.98194496,98.0035695,45.50134265
435,435,72251000,REGION VII (CENTRAL VISAYAS),CEBU,TOLEDO CITY,55.23107457,49.49247462,4.759204504,44.15248341,11.6663881,53.16159581,2.017092632,95.63415887,96.51510259,45.50463604
436,436,76101000,REGION VII (CENTRAL VISAYAS),SIQUIJOR,ENRIQUE VILLANUEVA,4.131652661,26.8,1.330532213,78.49619187,3.874538745,48.6746988,0.070028011,82.37221494,98.24705111,0.008180092
437,437,76102000,REGION VII (CENTRAL VISAYAS),SIQUIJOR,LARENA,2.804065896,48.44559585,0.94637224,74.94510856,4.490177736,45.2261853,0,,97.81180039,0.000658749
438,438,76103000,REGION VII (CENTRAL VISAYAS),SIQUIJOR,LAZI,5.832211754,42.02643172,4.934948407,62.59654472,13.30108827,51.37621377,0.314042171,,98.77013177,0.000799683
439,439,76104000,REGION VII (CENTRAL VISAYAS),SIQUIJOR,MARIA,8.383233533,59.43579767,2.56154358,86.63718988,6.809583859,54.8568801,0.099800399,84.89465764,98.4741105,0.002221678
440,440,76105000,REGION VII (CENTRAL VISAYAS),SIQUIJOR,SAN JUAN,3.120713306,35.72938689,0.514403292,38.83935808,4.989429175,48.20160108,0.24005487,88.9659351,98.20923657,0.002874815
441,441,76106000,REGION VII (CENTRAL VISAYAS),SIQUIJOR,SIQUIJOR (Capital),0.944692546,34.64955577,1.013397458,74.86902555,7.194550873,47.76186213,1.597389213,87.11514836,97.93008451,0.000776097
442,442,97217000,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,SIBUTAD,23.73303167,56.06557377,1.131221719,9.604138552,6.818181818,54.2591679,0.339366516,83.89912156,99.07188563,0.003652762
443,443,104202000,REGION X (NORTHERN MINDANAO),MISAMIS OCCIDENTAL,BALIANGAO,58.91944512,33.54037267,1.338525189,87.41327475,10.54619407,53.37393022,1.946945729,90.04797566,97.92300491,0.00017775
444,444,104212000,REGION X (NORTHERN MINDANAO),MISAMIS OCCIDENTAL,PLARIDEL,16.21711622,63.46863469,3.507603508,49.5954734,9.378603459,50.4541276,3.263403263,87.49871465,97.32133676,0.000946484
445,445,64501000,NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,BACOLOD CITY (Capital),32.7891616,16.06936416,23.06912857,85.80452624,7.043712451,51.31690275,1.760114088,98.7818638,97.10416018,0.000935505
446,446,64502000,NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,BAGO CITY,27.79446836,28.12208035,2.567596866,82.90295636,8.506251227,49.29792721,1.356583145,96.88673853,97.49445845,45.82572442
447,447,64503000,NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,BINALBAGAN,53.50797952,54.50049456,6.218006625,64.75291316,7.305868405,50.74430484,1.82174044,96.30147168,97.69139289,45.53072897
448,448,64505000,NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,CALATRAVA,50.41837171,56.81481481,1.930006718,84.62807214,11.73075824,46.8452158,4.684541623,94.19031554,98.60711451,0.006439199
449,449,64506000,NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,CANDONI,53,72.86565189,3.285714286,54.3161377,7.207596029,48.38813929,0.857142857,88.5951627,98.71953738,1.482557057
450,450,64507000,NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,CAUAYAN,55.16905524,73.22780454,2.119567738,61.02782436,8.907103825,46.00735363,2.091739715,92.84295013,98.63847697,0.037922996
451,451,64510000,NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,CITY OF HIMAMAYLAN,54.86507465,44.16854778,1.995342678,67.11305925,6.48020654,44.76813966,1.707684581,96.71500749,97.98559132,45.64476451
452,452,64511000,NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,HINIGARAN,62.17268446,55.35889872,2.285714286,71.23728447,5.589688794,45.66037736,0.489795918,95.07721782,97.99303755,0.002265606
453,453,64512000,NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,HINOBA-AN (ASIA),28.22539083,38.22695035,2.886102044,44.58826454,8.422911548,53.84072859,1.649201168,91.88123691,98.78561749,1.651824101
454,454,64513000,NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,ILOG,63.16476346,55.37303217,2.177814029,53.27702203,6.829473684,47.1335835,0.5954323,95.62459705,98.14772866,0.291234538
455,455,64514000,NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,ISABELA,42.5164348,33.88527499,2.46139734,84.60784488,8.565782473,46.75578293,2.308515518,91.39954207,98.47616902,45.51439094
456,456,64515000,NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,CITY OF KABANKALAN,55.76243805,59.38803894,3.315900441,52.61037715,9.064475348,42.76444707,2.026231483,97.34088442,97.93545338,45.59377329
457,457,64516000,NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,LA CARLOTA CITY,30.21948608,22.29930624,2.980014276,61.91069664,6.921988682,52.65972686,0.972519629,96.86516,97.1133413,45.60211318
458,458,64517000,NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,LA CASTELLANA,43.14540457,24.27509294,1.334048401,59.09676485,9.840783833,44.61093407,0.683783603,96.68024848,98.24594215,45.67901638
459,459,64519000,NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),46.13537118,42.17573222,8.962882096,73.92042466,9.228137265,45.2409684,0.174672489,98.02655093,98.73012796,0.006368737
460,460,64520000,NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,MURCIA,41.30032107,10.81803005,1.22252408,73.55857612,6.732649796,46.11811976,0.456902939,96.98251373,97.59614202,45.58327398
461,461,64521000,NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,PONTEVEDRA,26.24010809,18.47094801,2.972399151,46.1797804,8.083995213,49.91698213,0.868558193,94.61689739,97.91578298,0.003322593
462,462,64522000,NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,PULUPANDAN,30.69657615,9.89010989,6.280991736,93.78993386,3.037323037,52.98788132,2.597402597,93.55327204,97.39318551,0
463,463,64524000,NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,SAN CARLOS CITY,42.63459138,54.23487544,1.992511942,62.01558747,12.60493236,49.14833996,1.846193571,96.24176174,98.1295648,45.75237403
464,464,64525000,NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,SAN ENRIQUE,7.385398981,38.75,6.154499151,83.78096609,5.025125628,48.88698017,0.191001698,94.18580332,98.02568285,0
465,465,64527000,NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,CITY OF SIPALAY,69.9056666,51.33744856,1.629395079,67.8901111,7.259953162,48.7480286,0.844382875,95.6814614,98.65420294,0.566731407
466,466,64530000,NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,VALLADOLID,8.254948758,25.62417871,5.671767514,69.75505857,4.866588354,44.10061889,0.814263653,92.51447149,97.95681019,0
467,467,64532000,NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,SALVADOR BENEDICTO,40.09976976,38.68225292,8.979278588,49.76353349,9.920567855,46.21144467,0.575594781,87.69978503,99.36092277,0.098323238
468,468,74601000,NEGROS ISLAND REGION (NIR),NEGROS ORIENTAL,AMLAN (AYUQUITAN),5.911680912,16.8207024,4.914529915,81.16596639,10.46013911,51.16978861,16.19183286,95.60193024,97.57450051,0.002385726
469,469,74602000,NEGROS ISLAND REGION (NIR),NEGROS ORIENTAL,AYUNGON,23.98919232,32.6099054,2.798417447,85.01827583,14.67917374,41.59898392,0.14474573,91.35415282,98.17506425,45.56892553
470,470,74603000,NEGROS ISLAND REGION (NIR),NEGROS ORIENTAL,BACONG,1.823370858,26.37168142,0.90375773,78.69393613,5.769893214,48.6210151,0.650071349,94.21797574,97.35264325,45.49897076
471,471,74604000,NEGROS ISLAND REGION (NIR),NEGROS ORIENTAL,BAIS CITY,32.71808394,26.11811927,4.497180107,44.61907076,19.33740057,48.431149,2.373104812,94.00318234,97.21461247,45.50215496
472,472,74605000,NEGROS ISLAND REGION (NIR),NEGROS ORIENTAL,BASAY,49.27143341,32.53968254,1.948492037,52.10740993,7.498856882,52.32866795,0.728566588,94.55318829,98.79168862,0.115677181
473,473,74606000,NEGROS ISLAND REGION (NIR),NEGROS ORIENTAL,CITY OF BAYAWAN (TULONG),50.33243486,46.39966798,2.982929021,40.84597534,9.691452509,47.43702789,7.079964061,93.77777778,98.85072095,45.67724454
474,474,74607000,NEGROS ISLAND REGION (NIR),NEGROS ORIENTAL,BINDOY (PAYABON),18.95043732,43.13829787,2.478134111,57.34229973,16.36600739,45.96418679,25.5952381,91.91089681,97.78246566,0.023493521
475,475,74608000,NEGROS ISLAND REGION (NIR),NEGROS ORIENTAL,CANLAON CITY,32.77920339,40.92953523,4.150396073,66.02535421,11.02791014,41.97030528,1.260738592,92.52949755,98.68645545,45.57772538
476,476,74609000,NEGROS ISLAND REGION (NIR),NEGROS ORIENTAL,DAUIN,6.204303321,25.95419847,0.626697305,59.01100406,19.87179487,42.65463918,0.543137665,92.20830634,96.76455769,45.50301873
477,477,74610000,NEGROS ISLAND REGION (NIR),NEGROS ORIENTAL,DUMAGUETE CITY (Capital),7.691230036,25,4.567105632,35.0313913,7.304893708,51.73663546,19.78145139,97.36172432,96.34715361,0.000137908
478,478,74611000,NEGROS ISLAND REGION (NIR),NEGROS ORIENTAL,CITY OF GUIHULNGAN,35.65384001,64.82610255,1.367821598,60.66768015,12.891912,37.81300933,1.575389856,93.6374632,98.91423272,45.60037674
479,479,74612000,NEGROS ISLAND REGION (NIR),NEGROS ORIENTAL,JIMALALUD,45.82890138,46.95121951,4.649749278,67.49627175,16.70901211,45.17688092,0.516638809,87.93158853,99.03376959,0.016407897
480,480,74613000,NEGROS ISLAND REGION (NIR),NEGROS ORIENTAL,LA LIBERTAD,30.78303792,57.66800689,2.66995737,58.0849911,13.14542583,39.05865148,9.187794481,88.2671537,98.67364385,0.015577775
481,481,74614000,NEGROS ISLAND REGION (NIR),NEGROS ORIENTAL,MABINAY,45.1660067,53.57436319,4.240024368,38.03278689,10.63975581,46.57569682,0.261955528,91.06729657,98.58110164,45.50806824
482,482,74615000,NEGROS ISLAND REGION (NIR),NEGROS ORIENTAL,MANJUYOD,17.16929404,35.56359253,2.136166324,56.20782897,13.13341493,45.17868937,3.712588531,92.4418032,97.77473306,45.50541743
483,483,74616000,NEGROS ISLAND REGION (NIR),NEGROS ORIENTAL,PAMPLONA,24.5,27.94819359,1.642857143,87.05682292,39.59213401,50.70182094,3.242857143,95.81324148,97.97052878,0.077809092
484,484,74617000,NEGROS ISLAND REGION (NIR),NEGROS ORIENTAL,SAN JOSE,6.84079602,33.20754717,4.029850746,87.1412493,8.344441482,51.76939691,0.422885572,91.35062738,97.1341792,0.001125709
485,485,74618000,NEGROS ISLAND REGION (NIR),NEGROS ORIENTAL,SANTA CATALINA,38.63248984,37.40530303,5.454307067,71.11012104,11.13417165,54.09855181,4.556181985,93.07513596,98.70373304,45.59056736
486,486,74619000,NEGROS ISLAND REGION (NIR),NEGROS ORIENTAL,SIATON,22.95488349,48.31899922,1.964551314,73.05694576,8.262461611,44.65873847,0.347050074,90.84508855,98.76441516,45.55414205
487,487,74620000,NEGROS ISLAND REGION (NIR),NEGROS ORIENTAL,SIBULAN,7.893909215,38.76651982,4.151378551,81.24348058,9.322865554,49.29170582,2.547436838,97.85154397,96.83289883,0.131792152
488,488,74621000,NEGROS ISLAND REGION (NIR),NEGROS ORIENTAL,CITY OF TANJAY,14.96390287,49.59107807,4.513964851,85.46785714,9.034267913,51.69959662,3.522205207,96.97518761,97.25699101,45.54625983
489,489,74622000,NEGROS ISLAND REGION (NIR),NEGROS ORIENTAL,TAYASAN,37.16972149,57.71567436,1.118781243,59.78883271,17.07562602,43.0741165,7.176862652,90.89647596,98.94558782,0.017023332
490,490,74623000,NEGROS ISLAND REGION (NIR),NEGROS ORIENTAL,VALENCIA (LUZURRIAGA),6.26715462,22.43902439,1.143641354,63.23841468,11.68899859,46.32856103,0.564196401,90.1594125,97.12211638,0.00247927
491,491,74624000,NEGROS ISLAND REGION (NIR),NEGROS ORIENTAL,VALLEHERMOSO,48.51446443,24.34782609,4.391451655,59.20595954,26.3803681,43.82620642,0.82095387,94.72780086,98.53367835,45.50429758
492,492,74625000,NEGROS ISLAND REGION (NIR),NEGROS ORIENTAL,ZAMBOANGUITA,17.11253593,45.66929134,2.542560248,58.80696986,9.835325964,47.41564968,1.061242538,96.11357308,98.06184669,45.50261604
493,493,60405000,REGION VI (WESTERN VISAYAS),AKLAN,BURUANGA,35.97180808,46.8164794,0.650582814,69.25871667,4.65679677,51.22420427,15.47844944,,98.56864706,45.51043729
494,494,60603000,REGION VI (WESTERN VISAYAS),ANTIQUE,BELISON,3.435876948,57.31922399,0.918897323,62.03668684,4.83234714,49.36641323,0.878945266,,97.25976808,0.009035995
495,495,60604000,REGION VI (WESTERN VISAYAS),ANTIQUE,BUGASONG,26.1155914,50.28288543,1.962365591,87.68797819,7.581128988,51.43884892,19.9327957,91.18365132,98.40210659,0.07635255
